Ciment,Argile,Alumine,Verre,Chamotte,Conductivité thermique,Résistance Mécanique
13.09,6.05,37.57,27.27,16.01,0.98,19.12
12.54,5.79,38.82,27.49,15.36,0.98,19.12
13.62,5.36,39.74,25.2,16.08,0.98,19.12
12.72,5.98,39.72,26.5,15.08,0.98,19.12
11.45,9.05,37.21,26.29,16.0,0.98,17.79
11.81,9.25,37.05,26.17,15.73,0.98,17.79
11.72,8.81,36.92,26.41,16.15,0.98,17.79
11.88,9.16,35.72,27.32,15.92,0.98,17.79
12.04,8.86,36.69,26.19,16.23,0.98,17.79
12.36,8.78,37.1,25.65,16.11,0.98,17.79
12.25,9.47,35.52,27.26,15.5,0.98,17.79
11.54,9.08,36.66,26.5,16.21,0.98,17.79
12.21,8.88,37.08,26.02,15.81,0.98,17.79
11.96,9.12,36.54,26.74,15.65,0.98,17.79
12.32,9.53,35.83,27.13,15.19,0.98,17.79
12.09,9.18,37.29,25.66,15.78,0.98,17.79
12.43,9.44,37.18,25.28,15.66,0.98,17.79
10.77,9.93,36.13,27.41,15.76,0.98,17.79
11.56,10.0,36.51,26.17,15.56,0.98,17.79
11.7,8.93,36.84,26.57,15.97,0.98,17.79
11.29,9.26,36.61,26.9,15.94,0.98,17.79
11.35,9.34,37.47,25.88,15.96,0.98,17.79
11.7,8.85,36.83,26.56,16.06,0.98,17.79
10.52,9.85,36.62,27.24,15.77,0.98,17.79
12.9,8.94,35.0,27.2,16.37,0.98,17.56
13.42,8.96,36.25,25.11,16.27,0.98,17.56
12.73,7.71,36.47,26.6,16.48,0.98,17.56
12.92,7.73,37.48,25.51,16.35,0.98,17.56
13.6,8.32,35.52,25.91,16.64,0.98,17.56
13.7,9.05,35.0,25.7,16.89,0.98,17.56
14.18,8.93,35.0,25.53,16.97,0.98,17.56
13.15,8.14,35.76,26.01,16.94,0.98,17.56
13.94,7.99,36.1,25.59,16.37,0.98,17.56
13.24,7.97,35.58,25.83,17.38,0.98,17.56
13.63,8.98,35.0,26.82,16.32,0.98,17.56
12.98,8.82,35.0,27.13,16.43,0.98,17.56
13.88,8.37,35.0,26.8,16.45,0.98,17.56
13.45,8.99,35.0,27.25,16.58,0.98,17.56
13.09,8.33,35.78,25.88,16.93,0.98,17.56
12.98,7.54,35.55,26.81,17.12,0.98,17.56
14.23,8.31,35.21,25.88,16.37,0.98,17.56
12.84,7.95,36.0,26.34,16.86,0.98,17.56
13.31,8.88,35.51,25.62,16.69,0.98,17.56
12.85,8.36,36.71,25.81,16.27,0.98,17.56
12.94,8.73,35.0,26.83,17.45,0.98,17.56
13.15,9.24,35.0,26.17,16.84,0.98,17.56
12.93,8.1,36.44,25.43,17.1,0.98,17.56
13.59,7.89,36.69,25.07,16.76,0.98,17.56
12.59,7.67,37.3,26.17,16.27,0.98,17.56
14.35,8.26,35.66,25.27,16.46,0.98,17.56
12.51,8.77,36.77,25.12,16.83,0.98,17.56
12.83,8.68,35.13,26.96,16.41,0.98,17.56
14.48,7.7,35.46,25.08,17.29,0.98,17.56
12.69,7.97,37.14,25.48,16.71,0.98,17.56
13.61,7.62,35.0,27.09,17.2,0.98,17.56
13.63,8.04,35.9,25.67,16.76,0.98,17.56
13.54,8.77,35.0,25.93,17.03,0.98,17.56
13.55,7.58,35.92,25.87,17.08,0.98,17.56
13.3,8.93,35.0,26.69,16.59,0.98,17.56
13.56,8.29,36.5,25.01,16.64,0.98,17.56
14.83,8.35,35.0,25.2,16.71,0.98,17.56
13.08,8.07,36.3,26.24,16.31,0.98,17.56
13.09,9.03,35.48,25.14,17.27,0.98,17.56
13.59,7.85,35.44,26.76,16.36,0.98,17.56
14.15,8.89,35.0,25.61,16.57,0.98,17.56
13.94,7.77,35.07,26.79,16.44,0.98,17.56
13.77,8.08,36.01,25.53,16.61,0.98,17.56
13.65,8.55,35.0,25.86,17.49,0.98,17.56
13.63,7.66,36.79,25.32,16.6,0.98,17.56
13.25,8.93,35.23,26.22,16.37,0.98,17.56
12.57,8.03,35.69,26.98,16.73,0.98,17.56
12.59,8.68,35.8,25.96,16.97,0.98,17.56
12.8,9.3,35.0,26.69,17.28,0.98,17.56
12.6,8.54,36.29,26.21,16.36,0.98,17.56
14.13,8.38,35.0,25.35,17.33,0.98,17.56
13.75,9.41,35.0,25.54,17.11,0.98,17.56
12.88,9.04,35.0,27.05,16.27,0.98,17.56
12.87,8.96,35.0,26.65,17.08,0.98,17.56
12.73,8.52,35.43,26.07,17.24,0.98,17.56
11.11,7.09,37.05,27.4,17.36,0.98,16.69
11.48,7.29,37.37,26.49,17.36,0.98,16.69
12.27,6.36,37.4,27.03,16.94,0.98,16.69
12.33,6.45,37.11,26.96,17.15,0.98,16.69
11.2,7.38,37.1,26.95,17.36,0.98,16.69
11.62,7.25,37.31,26.55,17.27,0.98,16.69
12.15,7.18,36.53,26.68,17.47,0.98,16.69
11.51,7.04,37.29,27.03,17.13,0.98,16.69
11.67,7.28,37.5,26.07,17.48,0.98,16.69
12.42,7.01,37.05,26.07,17.45,0.98,16.69
12.52,8.86,40.56,20.0,18.8,0.99,21.95
13.22,9.02,38.5,20.26,19.0,0.99,21.91
12.69,9.68,38.22,20.24,19.17,0.99,21.91
13.12,9.07,37.63,20.94,19.24,0.99,21.91
13.3,9.53,38.8,20.0,19.07,0.99,21.91
12.73,9.26,38.61,20.0,19.52,0.99,21.91
12.57,9.48,38.39,20.54,19.03,0.99,21.91
12.53,8.76,39.35,20.53,18.82,0.99,21.91
13.66,5.71,42.51,20.0,18.37,0.99,20.86
12.7,5.42,43.02,20.43,18.43,0.99,20.86
12.72,5.12,42.87,20.73,18.57,0.99,20.86
13.02,5.1,43.03,20.6,18.25,0.99,20.86
12.59,6.05,42.55,20.29,18.52,0.99,20.86
13.97,5.49,42.72,20.1,17.72,0.99,20.86
15.0,7.86,36.28,24.67,16.07,0.99,17.56
14.36,8.19,36.7,24.63,16.12,0.99,17.56
14.0,8.15,37.22,24.71,15.93,0.99,17.56
14.56,8.48,36.93,24.78,15.25,0.99,17.56
12.92,8.42,37.5,24.99,16.17,0.99,17.56
14.28,8.58,36.88,24.59,15.66,0.99,17.56
13.01,5.63,43.19,20.0,18.78,1.0,20.75
12.88,6.25,41.1,24.36,15.42,1.0,19.25
14.43,5.52,41.44,22.99,15.61,1.0,19.25
12.88,5.53,42.09,23.24,16.25,1.0,19.25
13.06,6.2,42.13,22.53,16.07,1.0,19.25
12.92,6.19,40.43,24.38,16.07,1.0,19.25
13.92,6.21,41.16,23.9,15.0,1.0,19.25
13.38,5.33,40.82,24.32,16.15,1.0,19.25
13.81,5.84,41.32,23.4,15.63,1.0,19.25
13.56,6.01,40.95,23.38,16.11,1.0,19.25
12.76,5.82,41.41,23.92,16.09,1.0,19.25
14.46,5.29,41.97,23.17,15.1,1.0,19.25
13.3,5.32,40.55,24.97,15.86,1.0,19.25
13.93,5.29,41.6,22.94,16.24,1.0,19.25
13.08,6.02,41.32,24.96,15.0,1.0,19.25
13.25,5.43,40.71,24.64,15.97,1.0,19.25
14.13,5.57,41.47,24.59,15.0,1.0,19.25
12.74,5.67,42.33,23.33,15.94,1.0,19.25
14.65,5.36,41.38,22.63,15.98,1.0,19.25
12.65,5.8,41.77,23.99,15.78,1.0,19.25
13.64,5.32,40.33,24.64,16.07,1.0,19.25
13.68,6.19,41.36,23.85,15.0,1.0,19.25
13.76,5.6,41.56,23.86,15.23,1.0,19.25
14.0,5.48,41.46,23.4,15.65,1.0,19.25
13.81,5.52,40.5,24.28,15.89,1.0,19.25
13.49,5.91,41.76,24.62,15.0,1.0,19.25
13.4,5.85,40.3,24.36,16.08,1.0,19.25
14.15,6.14,41.99,22.99,15.0,1.0,19.25
14.27,5.5,40.81,24.05,15.36,1.0,19.25
14.12,6.09,40.78,23.07,15.92,1.0,19.25
14.6,5.22,40.41,23.75,16.01,1.0,19.25
13.93,5.5,41.67,23.9,15.0,1.0,19.25
14.67,5.0,40.93,23.19,16.22,1.0,19.25
13.99,6.1,41.75,23.06,15.09,1.0,19.25
13.31,5.93,40.5,24.22,16.05,1.0,19.25
14.0,6.11,41.28,23.19,15.42,1.0,19.25
14.03,6.21,40.7,24.46,15.0,1.0,19.25
14.15,5.14,41.02,24.0,15.69,1.0,19.25
15.0,6.04,40.41,22.93,15.57,1.0,19.25
15.0,5.38,39.8,24.22,15.58,1.0,19.23
13.2,5.97,39.9,25.0,15.94,1.0,19.23
13.25,6.21,39.75,24.89,15.89,1.0,19.23
12.21,8.65,36.56,21.81,20.0,1.0,17.62
12.06,8.3,37.08,21.79,20.0,1.0,17.62
12.73,8.69,37.0,25.56,16.02,1.0,17.56
13.06,9.56,37.09,24.61,15.68,1.0,17.56
13.95,9.48,35.05,25.58,15.94,1.0,17.56
14.53,9.89,35.0,25.41,15.29,1.0,17.56
13.05,8.07,37.25,26.37,15.26,1.0,17.56
13.08,8.73,36.21,26.05,15.92,1.0,17.56
13.23,8.88,36.26,26.34,15.28,1.0,17.56
13.72,7.88,37.06,25.42,15.91,1.0,17.56
12.53,9.12,36.98,25.29,16.07,1.0,17.56
14.3,9.42,37.03,23.57,15.68,1.0,17.56
14.58,8.49,36.11,25.37,15.45,1.0,17.56
13.37,8.89,36.64,25.19,15.9,1.0,17.56
14.03,9.25,35.84,25.91,15.0,1.0,17.56
15.0,8.97,35.96,24.0,15.76,1.0,17.56
12.61,9.62,37.16,25.11,15.5,1.0,17.56
14.32,9.42,36.81,24.0,15.46,1.0,17.56
13.96,7.8,36.44,25.77,16.03,1.0,17.56
13.5,9.81,35.7,24.75,16.24,1.0,17.56
13.38,8.88,36.44,26.75,15.0,1.0,17.56
14.22,8.38,36.37,25.92,15.11,1.0,17.56
13.35,8.91,35.0,27.47,15.63,1.0,17.56
13.85,8.14,37.14,25.78,15.1,1.0,17.56
13.28,8.98,36.7,26.17,15.0,1.0,17.56
14.52,7.83,36.75,25.66,15.25,1.0,17.56
12.96,8.84,36.43,25.73,16.04,1.0,17.56
13.18,8.02,37.43,25.97,15.39,1.0,17.56
12.92,9.47,37.3,24.3,16.0,1.0,17.56
14.02,9.09,36.76,25.46,15.0,1.0,17.56
13.95,8.48,35.0,26.56,16.12,1.0,17.56
12.75,9.43,35.99,25.78,16.05,1.0,17.56
14.57,10.0,37.23,22.71,15.43,1.0,17.56
12.75,8.97,35.28,27.44,15.56,1.0,17.56
14.69,9.7,37.48,22.83,15.3,1.0,17.56
14.02,8.27,36.62,25.78,15.32,1.0,17.56
12.52,9.0,35.03,27.37,16.07,1.0,17.56
13.71,7.94,37.29,25.99,15.07,1.0,17.56
13.37,7.74,36.91,27.47,15.0,1.0,17.56
13.3,8.45,36.94,26.0,15.31,1.0,17.56
12.85,9.08,35.3,26.94,15.84,1.0,17.56
12.84,9.02,35.44,26.49,16.2,1.0,17.56
13.48,10.0,37.34,22.71,16.17,1.0,17.56
13.37,9.29,35.15,27.35,15.0,1.0,17.56
13.21,8.6,35.9,26.69,15.6,1.0,17.56
12.81,8.92,37.07,25.31,15.89,1.0,17.56
13.61,8.36,37.39,25.82,15.0,1.0,17.56
12.81,7.59,37.29,27.01,15.3,1.0,17.56
12.64,9.16,36.78,25.41,16.0,1.0,17.56
12.55,8.12,37.26,25.84,16.23,1.0,17.56
13.69,9.06,35.35,25.95,15.95,1.0,17.56
14.46,9.13,35.63,24.62,16.15,1.0,17.56
12.83,9.27,37.45,25.26,15.2,1.0,17.56
13.24,8.98,35.72,26.45,15.61,1.0,17.56
13.39,8.38,36.38,26.43,15.43,1.0,17.56
14.43,8.82,36.7,25.12,15.0,1.0,17.56
13.49,8.59,36.07,26.98,15.0,1.0,17.56
12.93,9.4,35.0,27.3,16.1,1.0,17.56
12.61,9.03,37.1,26.44,15.0,1.0,17.56
13.78,8.96,36.57,24.46,16.23,1.0,17.56
13.0,9.49,35.0,27.01,15.9,1.0,17.56
14.37,7.75,35.52,26.36,16.0,1.0,17.56
13.45,8.69,37.29,26.8,15.0,1.0,17.56
12.91,8.07,36.87,26.2,15.95,1.0,17.56
14.46,8.8,36.43,25.03,15.29,1.0,17.56
13.48,8.52,35.62,26.6,15.78,1.0,17.56
13.4,9.48,35.81,26.31,15.0,1.0,17.56
13.74,8.36,35.45,27.41,15.04,1.0,17.56
14.98,9.29,35.67,23.84,16.22,1.0,17.56
13.03,7.81,37.15,27.06,15.0,1.0,17.56
13.68,9.53,35.27,25.85,15.67,1.0,17.56
13.29,8.97,36.93,25.43,15.38,1.0,17.56
13.3,9.12,37.09,25.89,15.0,1.0,17.56
12.76,9.52,37.45,24.38,15.88,1.0,17.56
13.15,8.77,36.53,25.65,15.91,1.0,17.56
13.77,9.82,36.29,23.87,16.25,1.0,17.56
13.29,8.82,36.13,26.76,15.0,1.0,17.56
12.99,8.56,36.56,25.87,16.02,1.0,17.56
13.1,7.55,37.19,27.22,15.0,1.0,17.56
14.89,9.0,36.84,23.07,16.21,1.0,17.56
14.14,8.9,36.85,23.87,16.24,1.0,17.56
14.64,8.96,36.99,23.23,16.17,1.0,17.56
13.01,8.31,36.41,26.1,16.17,1.0,17.56
13.11,8.0,37.18,26.5,15.21,1.0,17.56
14.79,7.8,35.28,26.14,15.99,1.0,17.56
14.17,8.07,36.82,25.21,15.73,1.0,17.56
12.89,8.43,36.23,26.21,16.24,1.0,17.56
14.18,8.97,36.87,24.36,15.63,1.0,17.56
14.09,8.25,35.58,26.54,15.55,1.0,17.56
13.3,9.17,37.3,24.68,15.54,1.0,17.56
13.31,9.3,37.5,23.77,16.11,1.0,17.56
12.84,9.04,36.98,26.41,15.0,1.0,17.56
13.53,8.22,35.96,27.37,15.0,1.0,17.56
12.69,9.4,37.37,24.47,16.08,1.0,17.56
14.0,8.11,35.0,27.33,16.06,1.0,17.56
13.78,7.83,36.82,26.28,15.3,1.0,17.56
12.64,8.27,36.67,26.42,16.0,1.0,17.56
13.48,9.12,35.39,26.59,15.42,1.0,17.56
13.37,10.0,37.05,21.49,18.08,1.0,17.38
14.43,9.04,36.22,22.34,17.97,1.0,17.38
14.52,8.41,37.33,21.83,17.91,1.0,17.38
14.31,9.65,36.28,21.94,17.81,1.0,17.38
14.6,8.77,36.83,21.65,18.14,1.0,17.38
14.39,8.51,36.4,22.3,18.4,1.0,17.38
14.21,9.07,36.9,22.14,17.68,1.0,17.38
14.67,9.91,36.43,20.67,18.33,1.0,17.38
13.68,8.7,36.91,22.23,18.48,1.0,17.38
14.76,9.12,37.45,20.12,18.55,1.0,17.38
15.0,8.71,36.98,20.83,18.17,1.0,17.38
15.0,7.85,36.59,21.48,18.51,1.0,17.38
13.9,9.58,36.1,21.93,18.48,1.0,17.38
13.65,9.47,36.72,21.65,18.5,1.0,17.38
15.0,8.16,37.37,21.28,18.09,1.0,17.38
13.26,9.47,36.57,22.11,18.59,1.0,17.38
13.87,8.66,36.67,22.08,18.71,1.0,17.38
14.85,8.7,36.25,22.31,17.89,1.0,17.38
14.17,10.0,36.44,20.81,18.52,1.0,17.38
14.77,8.52,37.08,21.82,17.81,1.0,17.38
13.51,9.62,36.57,21.6,18.69,1.0,17.38
14.92,8.31,36.28,22.1,18.4,1.0,17.38
6.78,9.42,35.86,29.96,17.98,1.0,16.89
7.07,9.32,35.48,29.68,18.45,1.0,16.89
5.7,8.66,37.42,30.0,18.21,1.0,16.89
6.05,9.93,36.73,29.16,18.13,1.0,16.89
5.86,8.62,37.33,30.0,17.8,1.0,16.89
7.03,9.69,36.41,28.59,18.28,1.0,16.89
7.05,8.07,36.62,30.0,17.88,1.0,16.89
7.25,8.72,37.22,28.42,18.4,1.0,16.89
5.38,8.56,36.67,30.0,18.44,1.0,16.89
6.71,9.51,36.19,29.04,18.56,1.0,16.89
7.38,7.82,36.66,29.76,18.38,1.0,16.89
6.66,8.99,37.08,29.36,17.91,1.0,16.89
5.64,9.94,36.5,30.0,17.8,1.0,16.89
6.36,8.94,36.36,30.0,18.28,1.0,16.89
7.24,9.09,35.93,29.09,18.64,1.0,16.89
5.95,9.19,36.42,30.0,17.98,1.0,16.89
7.26,9.48,37.14,27.95,18.17,1.0,16.89
6.55,9.39,37.49,28.55,18.02,1.0,16.89
6.13,9.21,36.99,29.8,17.87,1.0,16.89
6.39,9.62,37.5,28.44,18.04,1.0,16.89
6.63,8.16,37.22,30.0,17.97,1.0,16.89
6.44,9.86,37.08,28.84,17.78,1.0,16.89
6.01,9.59,37.32,28.99,18.09,1.0,16.89
7.08,9.98,36.51,28.17,18.25,1.0,16.89
11.5,9.87,36.73,22.26,19.65,1.01,17.63
11.27,9.65,36.93,22.24,19.91,1.01,17.63
10.18,10.0,37.27,21.35,20.0,1.01,17.63
11.98,9.19,37.46,21.95,19.42,1.01,17.63
11.99,9.69,37.1,21.23,19.99,1.01,17.63
12.12,10.0,36.59,21.68,19.45,1.01,17.63
12.4,10.0,36.56,21.31,19.59,1.01,17.63
12.45,9.87,35.94,21.86,19.89,1.01,17.63
10.04,10.0,36.99,22.4,20.0,1.01,17.63
12.48,7.45,37.31,27.16,15.6,1.01,16.7
6.89,6.94,37.44,30.0,18.62,1.01,15.35
6.03,7.42,37.25,30.0,18.62,1.01,15.35
6.4,6.19,37.22,30.0,18.58,1.01,15.26
13.58,7.38,40.96,21.07,17.01,1.02,21.06
13.17,6.54,41.25,21.77,17.27,1.02,21.06
13.75,7.15,41.99,20.01,17.1,1.02,21.06
13.24,7.45,41.1,21.89,16.32,1.02,21.06
12.61,6.71,41.1,22.45,17.12,1.02,21.06
13.41,6.32,41.42,22.22,16.63,1.02,21.06
12.67,6.47,41.84,21.95,17.07,1.02,21.06
13.43,6.52,41.28,22.25,16.52,1.02,21.06
13.26,7.01,40.45,21.85,17.44,1.02,21.06
14.15,6.86,40.53,21.31,17.14,1.02,21.06
12.99,7.11,41.83,21.13,16.94,1.02,21.06
13.48,6.66,41.39,21.03,17.44,1.02,21.06
14.59,6.69,40.64,21.12,16.96,1.02,21.06
12.87,6.69,42.23,21.3,16.91,1.02,21.06
13.78,6.72,40.77,21.79,16.94,1.02,21.06
13.24,7.21,40.64,21.91,17.01,1.02,21.06
14.24,7.46,40.91,20.99,16.4,1.02,21.06
14.04,6.65,40.96,21.12,17.23,1.02,21.06
14.26,6.54,41.06,21.72,16.42,1.02,21.06
13.43,6.87,41.99,21.39,16.32,1.02,21.06
14.37,6.65,41.12,21.35,16.51,1.02,21.06
14.05,6.43,41.46,21.25,16.81,1.02,21.06
14.37,6.37,40.7,21.29,17.26,1.02,21.06
14.51,6.41,40.26,21.65,17.17,1.02,21.06
14.58,6.49,40.75,21.9,16.28,1.02,21.06
13.02,6.41,41.64,21.78,17.15,1.02,21.06
12.69,6.63,42.01,22.15,16.52,1.02,21.06
14.12,6.54,40.06,22.48,16.8,1.02,21.06
12.79,7.04,42.04,21.13,17.0,1.02,21.06
13.69,7.04,42.18,20.03,17.06,1.02,21.06
12.52,7.28,41.99,21.31,16.89,1.02,21.06
13.38,7.45,40.78,21.48,16.92,1.02,21.06
13.04,6.75,42.23,20.6,17.38,1.02,21.06
14.2,7.29,41.84,20.04,16.64,1.02,21.06
13.33,7.07,41.1,21.61,16.88,1.02,21.06
12.75,7.18,41.75,21.45,16.87,1.02,21.06
14.13,6.4,40.38,22.01,17.07,1.02,21.06
12.8,6.58,42.38,21.67,16.57,1.02,21.06
14.45,7.36,40.05,21.87,16.27,1.02,21.06
12.94,6.78,41.31,21.6,17.36,1.02,21.06
13.3,7.49,40.46,21.47,17.28,1.02,21.06
14.11,7.42,39.78,22.13,16.56,1.02,21.04
14.29,6.31,39.92,22.03,17.46,1.02,21.04
15.0,6.85,39.51,21.91,16.45,1.02,21.04
15.0,6.66,38.97,22.07,16.73,1.02,21.04
14.13,6.72,39.5,22.31,17.34,1.02,21.04
15.0,7.23,38.0,21.54,17.17,1.02,21.04
14.0,6.59,39.77,22.16,17.48,1.02,21.04
14.24,6.46,39.89,22.5,16.91,1.02,21.04
15.0,6.6,39.38,22.09,16.5,1.02,21.04
14.68,7.32,39.04,22.48,16.48,1.02,21.04
14.82,9.89,35.37,20.21,19.7,1.02,17.46
14.41,8.65,36.25,20.91,19.78,1.02,17.46
14.59,9.49,35.24,21.84,18.84,1.02,17.46
12.86,9.93,37.48,20.51,19.22,1.02,17.46
13.32,8.97,37.17,21.76,18.78,1.02,17.46
14.66,7.95,35.72,22.36,19.31,1.02,17.46
13.68,9.83,36.16,21.33,19.0,1.02,17.46
14.07,9.26,36.31,21.17,19.18,1.02,17.46
13.63,8.08,37.23,21.49,19.57,1.02,17.46
14.5,8.63,37.08,20.36,19.42,1.02,17.46
13.56,9.13,36.11,21.59,19.61,1.02,17.46
12.84,9.75,36.85,20.97,19.58,1.02,17.46
12.67,9.31,37.14,21.69,19.19,1.02,17.46
13.83,9.11,36.81,21.27,18.99,1.02,17.46
12.52,8.14,36.97,21.89,20.0,1.02,17.46
14.08,9.98,35.97,21.02,18.95,1.02,17.46
13.28,8.66,37.11,20.86,20.0,1.02,17.46
13.98,8.07,37.16,21.63,19.17,1.02,17.46
14.29,8.25,37.37,21.3,18.8,1.02,17.46
13.59,9.33,35.92,21.15,20.0,1.02,17.46
14.89,8.13,36.17,21.64,19.18,1.02,17.46
13.01,8.73,36.56,21.88,19.83,1.02,17.46
12.73,8.07,37.4,22.43,19.37,1.02,17.46
13.6,9.56,37.06,20.34,19.44,1.02,17.46
12.45,5.92,37.22,27.4,17.0,1.02,16.42
14.36,6.3,35.34,25.84,18.15,1.02,15.73
13.04,6.49,36.8,25.4,18.27,1.02,15.73
13.79,6.48,35.52,26.58,17.63,1.02,15.73
13.46,6.31,35.54,26.61,18.07,1.02,15.73
12.95,6.27,35.43,26.73,18.62,1.02,15.73
12.76,6.9,36.65,25.92,17.76,1.02,15.73
12.92,6.66,36.15,26.72,17.55,1.02,15.73
13.23,6.3,35.35,26.91,18.22,1.02,15.73
13.28,6.62,36.31,25.74,18.04,1.02,15.73
14.0,6.47,35.0,26.47,18.68,1.02,15.73
12.88,6.35,35.44,27.23,18.1,1.02,15.73
12.76,6.8,37.44,25.29,17.71,1.02,15.73
12.75,7.0,35.25,26.87,18.13,1.02,15.73
12.86,7.34,35.0,27.09,18.67,1.02,15.73
13.62,6.9,36.18,25.5,17.8,1.02,15.73
13.49,6.42,35.5,26.84,17.75,1.02,15.73
12.98,7.44,36.06,25.42,18.1,1.02,15.73
12.98,7.28,35.0,27.21,18.53,1.02,15.73
12.73,6.28,36.59,26.67,17.74,1.02,15.73
13.61,6.98,35.88,25.43,18.1,1.02,15.73
13.76,7.01,36.09,25.55,17.59,1.02,15.73
13.6,7.06,35.0,27.07,18.6,1.02,15.73
12.58,6.9,36.93,25.97,17.62,1.02,15.73
13.28,7.29,35.0,26.57,18.13,1.02,15.73
13.34,6.31,36.57,25.6,18.19,1.02,15.73
13.64,7.08,35.49,25.34,18.45,1.02,15.73
13.64,6.46,36.54,25.27,18.09,1.02,15.73
12.91,6.32,36.72,25.86,18.19,1.02,15.73
12.51,7.47,35.51,26.49,18.02,1.02,15.73
13.17,6.44,36.33,26.19,17.87,1.02,15.73
13.17,6.73,36.95,25.47,17.67,1.02,15.73
12.91,7.3,36.12,25.66,18.02,1.02,15.73
13.2,7.34,35.0,26.0,18.46,1.02,15.73
12.59,6.53,36.73,26.53,17.63,1.02,15.73
13.09,6.48,35.31,27.19,17.93,1.02,15.73
13.48,7.02,35.27,26.71,17.52,1.02,15.73
12.59,7.28,37.05,25.52,17.56,1.02,15.73
14.69,6.45,35.15,25.89,17.82,1.02,15.73
13.93,6.69,35.81,25.11,18.45,1.02,15.73
13.87,7.45,35.0,26.45,18.09,1.02,15.73
13.28,6.96,35.0,27.18,17.61,1.02,15.73
13.62,7.19,35.0,27.25,17.78,1.02,15.73
15.0,8.91,37.43,21.38,16.89,1.03,17.91
13.81,9.17,37.28,22.3,17.44,1.03,17.91
15.0,10.0,36.38,21.16,16.87,1.03,17.91
13.98,9.44,37.02,22.45,17.12,1.03,17.91
13.49,6.56,37.11,24.37,18.47,1.03,15.73
13.18,7.09,36.79,24.34,18.61,1.03,15.73
14.34,7.38,36.23,24.05,18.0,1.03,15.73
14.19,7.49,35.19,24.9,18.23,1.03,15.73
14.24,7.15,36.61,24.08,17.92,1.03,15.73
13.66,6.85,36.41,24.87,18.21,1.03,15.73
13.67,6.91,37.08,23.78,18.56,1.03,15.73
15.0,6.32,37.18,22.84,18.54,1.03,15.73
14.21,6.47,37.01,24.16,18.14,1.03,15.73
13.37,7.45,36.33,24.9,17.95,1.03,15.73
14.19,7.19,36.65,23.28,18.7,1.03,15.73
13.71,7.33,37.46,23.48,18.02,1.03,15.73
13.91,7.25,35.55,24.79,18.5,1.03,15.73
14.52,6.65,35.44,24.76,18.64,1.03,15.73
13.89,6.26,36.45,24.9,18.5,1.03,15.73
13.85,7.29,37.32,22.8,18.73,1.03,15.73
13.94,6.9,36.54,23.9,18.73,1.03,15.73
13.92,7.01,41.75,21.3,16.01,1.04,21.06
14.19,6.53,42.42,21.15,15.7,1.04,21.06
13.14,7.34,42.14,22.45,15.0,1.04,21.06
14.97,7.05,41.56,20.98,15.44,1.04,21.06
14.1,7.0,41.86,20.86,16.18,1.04,21.06
14.62,7.21,42.28,20.01,15.89,1.04,21.06
13.22,6.89,42.38,21.41,16.1,1.04,21.06
13.25,7.2,42.24,22.17,15.14,1.04,21.06
14.27,7.25,41.65,20.87,15.95,1.04,21.06
14.39,6.51,42.12,20.94,16.04,1.04,21.06
14.19,7.2,41.39,22.19,15.03,1.04,21.06
13.57,7.29,40.86,22.08,16.21,1.04,21.06
13.67,7.3,42.0,21.52,15.52,1.04,21.06
14.82,6.5,40.49,22.08,16.12,1.04,21.06
14.05,7.13,40.49,22.41,15.92,1.04,21.06
13.4,7.39,42.2,21.45,15.56,1.04,21.06
14.53,6.48,42.16,21.06,15.78,1.04,21.06
13.45,6.34,35.71,25.46,19.03,1.04,15.81
12.54,6.37,35.45,26.49,19.15,1.04,15.81
13.08,7.06,35.0,26.28,19.03,1.04,15.81
13.25,6.86,35.7,25.03,19.16,1.04,15.81
12.93,6.52,35.0,26.57,19.11,1.04,15.81
12.99,6.85,35.0,26.28,19.1,1.04,15.81
12.6,6.31,38.88,27.64,15.0,1.05,19.79
12.91,6.73,37.68,27.55,15.13,1.05,19.79
14.18,10.0,37.16,22.22,16.25,1.05,17.91
15.0,9.67,36.94,21.91,15.81,1.05,17.91
14.72,9.86,37.06,22.32,16.04,1.05,17.91
14.47,9.74,37.2,22.5,16.09,1.05,17.91
14.7,10.0,37.06,21.72,16.14,1.05,17.91
5.43,10.0,37.08,27.64,19.59,1.05,16.91
6.97,8.58,36.32,28.64,19.49,1.05,16.91
5.94,8.64,36.69,29.89,18.84,1.05,16.91
5.67,9.31,36.79,29.34,18.88,1.05,16.91
7.49,7.54,36.46,29.6,18.9,1.05,16.91
7.19,8.46,37.0,28.1,19.26,1.05,16.91
6.45,9.78,36.65,27.59,19.52,1.05,16.91
7.43,9.03,36.43,28.22,18.89,1.05,16.91
6.93,8.36,36.24,28.9,19.58,1.05,16.91
6.83,7.9,37.21,28.31,19.75,1.05,16.91
6.59,8.36,36.47,29.63,18.94,1.05,16.91
5.47,9.97,36.8,28.04,19.71,1.05,16.91
6.82,9.2,36.51,28.26,19.2,1.05,16.91
5.7,8.71,37.12,29.52,18.95,1.05,16.91
6.85,8.76,35.57,29.1,19.71,1.05,16.91
5.49,8.44,37.47,29.21,19.39,1.05,16.91
5.62,10.0,36.62,27.87,19.85,1.05,16.91
7.24,8.2,36.21,28.65,19.7,1.05,16.91
7.28,8.02,37.48,27.72,19.49,1.05,16.91
7.0,7.91,37.16,28.6,19.32,1.05,16.91
5.64,9.72,36.62,28.95,19.07,1.05,16.91
